qid,ans,label
1162,Tourette syndrome is a condition that only affects children and is outgrown as they grow older.,0
1163,"Ridges on nails are caused by malnutrition and malabsorption, resulting from a deficiency in diet and nutrients like vitamins and minerals.",2
1163,Ridges on nails are a sign of a healthy diet and proper nutrient absorption.,0
1163,Ridges on nails are a result of excessive vitamin intake.,0
1163,Ridges on nails are a sign of a lack of exercise.,0
1163,Ridges on nails are a result of genetic factors.,0
1164,"Haldi powder is a spice made from the ground turmeric root, which has numerous health benefits and is commonly used in Indian cuisine.",2
1164,Haldi powder is a type of spice used in Indian cooking that has no known health benefits.,0
1164,"Haldi powder is a spice made from the ground turmeric root, which has been proven to have no health benefits.",0
1164,"Haldi powder is a spice made from the ground turmeric root, which has been proven to have negative health effects.",0
1164,"Haldi powder is a spice made from the ground turmeric root, which has been proven to have no healing properties.",0
1165,The eardrum interprets the intensity and frequency of sound.,2
1165,The outer ear canal increases sound intensity by 20 dB.,0
1165,The concha of the ear canal enhances sound intensity.,0
1165,The meatus of the ear canal filters out low-frequency sounds.,0
1165,The eardrum is responsible for converting sound waves into electrical signals.,0
1166,"Numbness and tingling are unusual prickling sensations that can happen in any part of your body, often noticed in hands, feet, arms, and legs.",2
1166,Numbness and tingling are only experienced in the hands and feet.,0
1166,Numbness and tingling are caused by sitting with legs crossed.,0
1166,Numbness and tingling are a result of falling asleep on your arm.,0
1166,Numbness and tingling are always a sign of a serious medical condition.,0
1167,"Acne mechanica is caused by irritations, most commonly found on the back, due to repeated rubbing against the skin, such as backpacks or weightlifting machines.",2
1167,Acne mechanica is caused by poor hygiene and not washing the back regularly.,0
1167,Acne mechanica is caused by wearing tight clothing that restricts air circulation on the back.,0
1167,Acne mechanica is caused by excessive sweating on the back.,0
1167,Acne mechanica is caused by genetic factors and is inherited from parents.,0
1168,"Bacteria and archaea differ in their cell membranes and cell structures, with archaea having unique membranes and not containing peptidoglycan in their cell walls.",2
1168,Bacteria and archaea have the same cell membranes and cell structures.,0
1168,"Archaea are found only in extreme environments, while bacteria can survive in a wide range of conditions.",0
1168,Bacteria and archaea both have cell walls containing peptidoglycan.,0
1168,"Archaea and bacteria have the same cell membranes and cell structures, and both can survive in a wide range of conditions.",0
1169,The normal hemoglobin range for adults is generally defined as 13.5 to 17.5 grams (g) of hemoglobin per deciliter (dL) of blood for men and 12.0 to 15.5 g/dL for women.,2
1169,The normal hemoglobin range for children is the same as for adults.,0
1169,Hemoglobin levels below 10 g/dL indicate anemia.,0
1169,The normal hemoglobin range for men is 14 to 16 g/dL.,0
1169,The normal hemoglobin range for women is 13 to 15 g/dL.,0
1170,"Balance and coordination problems, developmental delays, trouble swallowing and feeding issues, hearing loss, and hyperactivity.",2
1170,Microcephaly only affects the head size and not other body parts.,0
1170,Microcephaly is a genetic condition that is passed down from parents to their children.,0
1170,Microcephaly only affects children and not adults.,0
1170,Microcephaly is a rare condition that only occurs in a small percentage of the population.,0
1171,"Osteogenesis imperfecta is a group of connective tissue disorders of type I collagen, characterized by bone fragility, fractures on trivial trauma, skeletal deformity, blue sclerae, ligament laxity, and hearing loss.",2
1171,"Osteogenesis imperfecta is a rare genetic disorder caused by a mutation in the COL1A1 gene, which affects the production of type I collagen.",0
1171,"Osteogenesis imperfecta is a condition that only affects children, causing weak and brittle bones.",0
1171,"Osteogenesis imperfecta is a disorder that only affects the bones of the face and skull, causing facial deformities.",0
1171,"Osteogenesis imperfecta is a disorder that only affects the bones of the spine, causing scoliosis and kyphosis.",0
1172,"An allergic attack feels like a sudden onset of symptoms such as itchy eyes, skin rashes, or hives (urticaria) in response to an allergen.",2
1172,An allergic attack feels like a mild cold or flu.,0
1172,An allergic attack feels like a severe headache.,0
1172,An allergic attack feels like a stomach upset.,0
1172,An allergic attack feels like a severe asthma attack.,0
1173,"The aortic arch is the second section of the aorta, which follows the ascending aorta and gives off the brachiocephalic trunk, the left common carotid, and the left subclavian arteries.",2
1173,"The aortic arch is the first part of the aorta, which originates from the heart and supplies blood to the head and neck.",0
1173,"The aortic arch is the first section of the aorta, which branches into the brachiocephalic trunk and the left common carotid artery.",0
1173,"The aortic arch is the first part of the aorta, which gives off the right subclavian and the right common carotid arteries.",0
1173,"The aortic arch is the first section of the aorta, which supplies blood to the right side of the body.",0
1174,"Shortness of breath and rapid heart rate can be caused by hyperventilation, which affects the breathing passages and lungs.",2
1174,"Shortness of breath and rapid heart rate can be caused by a heart condition, such as an irregular heartbeat.",0
1174,"Shortness of breath and rapid heart rate can be caused by an allergic reaction, which affects the breathing passages and lungs.",0
1174,"Shortness of breath and rapid heart rate can be caused by a lung condition, such as asthma, which affects the breathing passages and lungs.",0
1174,"Shortness of breath and rapid heart rate can be caused by anxiety, which affects the breathing passages and lungs.",0
1175,"The cervical spine is composed of 7 vertebrae, with the first 2 being highly specialized as the atlas and axis.",2
1175,"The cervical spine is composed of 5 vertebrae, with the first 2 being the atlas and axis.",0
1175,"The cervical spine is composed of 9 vertebrae, with the first 2 being the atlas and axis.",0
1175,"The cervical spine is composed of 11 vertebrae, with the first 2 being the atlas and axis.",0
1175,"The cervical spine is composed of 13 vertebrae, with the first 2 being the atlas and axis.",0
1176,"Betaine Plus HP 90 caps is a source of high potency hydrochloric acid and pepsin in a capsule form, providing 700 milligrams of hydrochloric acid and ten milligrams of pepsin per capsule.",2
1176,"Betaine Plus HP 90 caps is a source of low potency hydrochloric acid and pepsin in a capsule form, providing 300 milligrams of hydrochloric acid and five milligrams of pepsin per capsule.",0
1176,"Betaine Plus HP 90 caps is a source of high potency hydrochloric acid and pepsin in a capsule form, providing 1,000 milligrams of hydrochloric acid and twenty milligrams of pepsin per capsule.",0
1176,"Betaine Plus HP 90 caps is a source of low potency hydrochloric acid and pepsin in a capsule form, providing 500 milligrams of hydrochloric acid and ten milligrams of pepsin per capsule.",0
1176,"Betaine Plus HP 90 caps is a source of high potency hydrochloric acid and pepsin in a capsule form, providing 1,500 milligrams of hydrochloric acid and thirty milligrams of pepsin per capsule.",0
1177,Ashwagandha is an adaptogen that can help with weight loss by reducing stress and improving metabolism.,2
1177,Ashwagandha is a stimulant that increases energy levels and promotes weight gain.,0
1177,Ashwagandha is a carbohydrate-rich food that directly contributes to weight gain.,0
1177,Ashwagandha is a laxative that aids in weight loss by promoting bowel movements.,0
1177,Ashwagandha is a fat-burning supplement that directly targets weight loss.,0
1178,A high platelet count indicates an increased risk of blood clotting and potential health issues.,2
1178,A high platelet count is a sign of a weak immune system.,0
1178,A high platelet count is a result of a lack of exercise.,0
1178,A high platelet count is a normal response to stress.,0
1178,A high platelet count is a sign of anemia.,0
1179,Amylase enzyme digests carbohydrates.,2
1179,Amylase enzyme digests proteins.,0
1179,Amylase enzyme digests fats.,0
1179,Amylase enzyme digests nucleic acids.,0
1179,Amylase enzyme digests vitamins.,0
1180,"Corneal structural change, deposit and degeneration, corneal striae, dellen, arcus lipoides, corneal leukoma, corneal thickening, corneal flap complication.",2
1180,"Corneal ulcers, corneal infections, and corneal scarring.",0
1180,"Corneal transplantation, cataract surgery, and glaucoma.",0
1180,"Corneal dystrophy, corneal neovascularization, and corneal edema.",0
1180,"Corneal nerve damage, corneal neovascularization, and corneal edema.",0
1181,"Hodgkin lymphoma is a type of lymphoma, a cancer of the lymphatic system, characterized by the presence of Reed-Sternberg cells.",2
1181,Hodgkin lymphoma is a rare form of cancer that affects the lymph nodes.,0
1181,Hodgkin lymphoma is a type of cancer that affects the immune system.,0
1181,Hodgkin lymphoma is a cancer that primarily affects children.,0
1181,Hodgkin lymphoma is a type of cancer that is caused by a viral infection.,0
1182,"Autosomal genes are the genes located on the non-sex chromosomes, which are responsible for coding proteins and functions in the body.",2
1182,Autosomal genes are only found on the X chromosome and are responsible for determining gender.,0
1182,Autosomal genes are only found on the Y chromosome and are responsible for determining gender.,0
1182,Autosomal genes are located on both the X and Y chromosomes and are responsible for coding proteins and functions in the body.,0
1182,Autosomal genes are only found on the sex chromosomes and are responsible for coding proteins and functions in the body.,0
1183,"Symptoms of SCD include mild tiredness (fatigue), severe pain, strokes, heart attacks, infections, and repeated episodes of severe pain.",2
1183,SCD only causes mild tiredness and no other symptoms.,0
1183,SCD only causes severe pain and no other symptoms.,0
1183,SCD only causes strokes and no other symptoms.,0
1183,SCD only causes heart attacks and no other symptoms.,0
1184,"The recommended nitrofurantoin dosage for treating UTIs in adults is 50 to 100 mg once daily at bedtime, continued for at least three days after the infection has cleared.",2
1184,The recommended nitrofurantoin dosage for treating UTIs in children is 50 to 100 mg four times daily.,0
1184,The recommended nitrofurantoin dosage for treating UTIs in adults is 50 to 100 mg four times daily.,0
1184,The recommended nitrofurantoin dosage for treating UTIs in children is based on body weight.,0
1184,"The recommended nitrofurantoin dosage for treating UTIs in adults is 50 to 100 mg four times daily, continued for at least three days after the infection has cleared.",0
1185,"Chiasmata are the points at which members of a chromosome pair are in contact during the prophase of meiosis, and they are responsible for recombination or crossing over.",2
1185,Chiasmata are the points where chromosomes separate during meiosis.,0
1185,Chiasmata are the points where chromosomes come together during meiosis.,0
1185,Chiasmata are the points where chromosomes exchange genetic material during meiosis.,0
1185,Chiasmata are the points where chromosomes break apart during meiosis.,0
1186,"An echocardiogram is used to diagnose various abnormalities of the heart, such as valve problems, heart muscle damage, and congenital heart defects.",2
1186,An echocardiogram is used to measure the size of the heart.,0
1186,An echocardiogram is used to diagnose heart attacks.,0
1186,An echocardiogram is used to diagnose lung problems.,0
1186,An echocardiogram is used to diagnose brain disorders.,0
1187,"Cystic acne, or nodulocystic acne, is the most severe form of acne vulgaris. Deep, inflamed breakouts develop on the face and/or other areas of the body.",2
1187,Cystic acne is a mild form of acne vulgaris that only affects the face.,0
1187,Cystic acne is a rare skin condition that only occurs in children.,0
1187,Cystic acne is a type of acne that only affects the back and shoulders.,0
1187,Cystic acne is a skin condition that only affects the hands and feet.,0
1188,"Tocopherols are a group of naturally occurring chemical elements found in various foods, commonly known as vitamin E.",2
1188,Tocopherols are a type of vitamin that can only be found in certain foods.,0
1188,Tocopherols are a synthetic vitamin added to foods to enhance their nutritional value.,0
1188,Tocopherols are a form of vitamin C found in fruits and vegetables.,0
1188,Tocopherols are a type of vitamin that can only be obtained through supplements.,0
1189,"Foot cramps can be caused by fatigue, reduced levels of certain chemicals, hormonal factors, and illness.",2
1189,Cramping is only associated with exercise.,0
1189,Cramping only occurs in the arch of the foot.,0
1189,Cramping is a sign of a serious medical condition.,0
1189,Cramping is caused by poor circulation in the feet.,0
1190,"Cannabis exposure in the womb can cause stunted growth and an increased risk of developing ADHD, anxiety, and depression later in life.",2
1190,Marijuana use during pregnancy has no impact on the child's development.,0
1190,Children exposed to cannabis in the womb are more likely to have better cognitive abilities.,0
1190,"Cannabis use during pregnancy only affects the child's physical growth, not their mental health.",0
1190,Children exposed to cannabis in the womb are at a higher risk of developing autism.,0
1191,Cranberry tablets are used to prevent urinary tract infections and boost overall health.,2
1191,Cranberry tablets are used to treat kidney stones.,0
1191,Cranberry tablets are used to improve digestion.,0
1191,Cranberry tablets are used to treat diabetes.,0
1191,Cranberry tablets are used to treat heart disease.,0
1192,"Aplastic anemia, MDS, and PNH are rare bone marrow failure diseases that can cause low white blood counts.",2
1192,Vitamin deficiencies can cause low white blood counts.,0
1192,Bleeding can cause low white blood counts.,0
1192,Infections can cause low white blood counts.,0
1192,Stress can cause low white blood counts.,0
1193,"People died of the Black Plague due to bubonic plague, an infectious and fatal illness spread by rodents and the fleas infesting them.",2
1193,People died of the Black Plague from a lack of medical knowledge and treatment options.,0
1193,People died of the Black Plague due to a lack of hygiene and sanitation practices.,0
1193,People died of the Black Plague from a lack of understanding of the disease's transmission.,0
1193,People died of the Black Plague from a lack of quarantine measures and isolation practices.,0
1194,The absolute monocytes blood test measures the percentage of monocytes in relation to all white blood cells.,2
1194,Monocytes are responsible for eliminating foreign substances in the body.,0
1194,Monocytes move to sites of infection and signal the immune system that a response is needed.,0
1194,The absolute monocytes blood test measures the number of monocytes in the blood.,0
1194,Monocytes are a type of white blood cell that plays a role in the immune system.,0
1195,"DNA is a molecule that carries most of the genetic instructions used in the development, functioning, and reproduction of all known living organisms and many viruses.",2
1195,DNA is a molecule that carries only a small portion of the genetic instructions used in living organisms.,0
1195,DNA is a molecule that carries genetic instructions only for plants and animals.,0
1195,DNA is a molecule that carries genetic instructions for only a few specific organisms.,0
1195,DNA is a molecule that carries genetic instructions for only bacteria and fungi.,0
1196,"A positive immunity hepatitis C antibody test indicates that the person has been exposed to the hepatitis C virus, but it does not necessarily mean they have an active infection.",2
1196,A positive immunity hepatitis C antibody test means the person has a chronic hepatitis C infection.,0
1196,A positive immunity hepatitis C antibody test means the person has a negative hepatitis C test result.,0
1196,A positive immunity hepatitis C antibody test means the person has a hepatitis C infection that is not active.,0
1196,A positive immunity hepatitis C antibody test means the person has a hepatitis C infection that is active and requires treatment.,0
1197,Sesame oil is a type of vegetable oil that is used for hot oil treatment on the scalp to make hair softer and detangle them.,2
1197,Sesame oil is a type of animal oil that is used for deep conditioning hair.,0
1197,Sesame oil is a type of mineral oil that is used for hot oil treatment on the scalp.,0
1197,Sesame oil is a type of synthetic oil that is used for deep conditioning hair.,0
1197,Sesame oil is a type of essential oil that is used for hot oil treatment on the scalp.,0
1198,The causes of bubonic plague are bacteria called Yersinia pestis.,2
1198,Bubonic plague is caused by a virus transmitted through mosquito bites.,0
1198,Bubonic plague is caused by a fungus that spreads through contaminated water sources.,0
1198,Bubonic plague is caused by a parasite that is transmitted through contact with infected animals.,0
1198,Bubonic plague is caused by a combination of environmental factors and genetic predisposition.,0
1199,The temporomandibular joint (TMJ) is the joint of the jaw and is frequently referred to as TMJ. It is a bilateral synovial articulation between the mandible and temporal bone.,2
1199,TMJ is a type of muscle that helps in chewing food.,0
1199,TMJ is a condition that causes pain in the jaw and surrounding muscles.,0
1199,TMJ is a type of surgery that involves the jaw and surrounding muscles.,0
1199,TMJ is a type of exercise that helps strengthen the jaw muscles.,0
1200,"The relationship between cell volume and diffusion time is that a cell's volume determines the distance that molecules must travel to reach the center of the cell, which affects the time it takes for diffusion to occur.",2
1200,The relationship between cell volume and diffusion time is that a cell's volume is directly proportional to the time it takes for molecules to diffuse within the cell.,0
1200,The relationship between cell volume and diffusion time is that a cell's volume is inversely proportional to the time it takes for molecules to diffuse within the cell.,0
1200,The relationship between cell volume and diffusion time is that a cell's volume is unrelated to the time it takes for molecules to diffuse within the cell.,0
1200,The relationship between cell volume and diffusion time is that a cell's volume is directly related to the efficiency of diffusion within the cell.,0
1201,The pulmonary artery carries deoxygenated blood from the right ventricle to the lungs.,2
1201,The pulmonary artery transports oxygenated blood from the lungs to the heart.,0
1201,The pulmonary artery carries oxygenated blood from the lungs to the heart.,0
1201,The pulmonary artery carries oxygenated blood from the heart to the lungs.,0
1201,"The pulmonary artery carries oxygenated blood from the heart to the lungs, where it is exchanged for carbon dioxide.",0
1202,"Creatinine blood test shows the level of creatinine in the blood, which is a waste product produced by the normal wear and tear on muscles.",2
1202,"Creatinine blood test measures the amount of creatinine in the blood, which is a waste product produced by the normal wear and tear on muscles.",0
1202,"Creatinine blood test measures the level of creatinine in the blood, which is a waste product produced by the normal wear and tear on muscles.",0
1202,"Creatinine blood test measures the amount of creatinine in the blood, which is a waste product produced by the normal wear and tear on muscles.",0
1202,"Creatinine blood test measures the level of creatinine in the blood, which is a waste product produced by the normal wear and tear on muscles.",0
1203,"Payne and Martin revised the definition of a skin tear in 1993, stating that it is a traumatic injury occurring primarily on the extremities of older adults due to shearing or friction forces that separate the epidermis from the dermis or both layers.",2
1203,Skin tears are only caused by shearing forces on the extremities of older adults.,0
1203,Skin tears are only a result of friction forces on the extremities of older adults.,0
1203,Skin tears are only a result of shearing forces on the extremities of younger adults.,0
1203,Skin tears are only a result of friction forces on the extremities of younger adults.,0
1204,"Alpha-1-antitrypsin is a serum protein that inhibits the digestive action of elastase on lung tissues, and its deficiency is associated with the development of emphysema.",2
1204,Alpha-1-antitrypsin is a protein that helps in the digestion of food in the lungs.,0
1204,Alpha-1-antitrypsin is a protein that aids in the breakdown of elastin in the lungs.,0
1204,Alpha-1-antitrypsin is a protein that prevents the development of emphysema in the lungs.,0
1204,"Alpha-1-antitrypsin is a protein that inhibits the action of elastase on lung tissues, but its deficiency is not associated with emphysema.",0
1205,"Darker urine indicates less fluid content, which could be a sign of dehydration.",2
1205,Lighter colored urine is always more dilute.,0
1205,Dark urine is always a sign of dehydration.,0
1205,Dark urine is always a sign of kidney problems.,0
1205,Dark urine is always a sign of liver problems.,0
1206,A prostatectomy is a surgical procedure for the partial or complete removal of the prostate.,2
1206,A prostatectomy is a procedure that involves the removal of the entire prostate gland.,0
1206,A prostatectomy is a surgery that involves the removal of the prostate gland through an incision in the abdomen.,0
1206,A prostatectomy is a surgical procedure that involves the removal of the prostate gland through a small incision in the lower back.,0
1206,A prostatectomy is a surgical procedure that involves the removal of the prostate gland through a single incision in the lower abdomen.,0
1207,"Sexual reproduction involves the combination of genetic material from two organisms, while asexual reproduction only involves one organism.",2
1207,"Sexual reproduction requires both male and female organisms, while asexual reproduction does not.",0
1207,"Sexual reproduction results in offspring with a mix of traits from both parents, while asexual reproduction produces offspring with identical traits to the parent.",0
1207,"Sexual reproduction is more common in mammals and fish, while asexual reproduction is more common in plants and unicellular organisms.",0
1207,Sexual reproduction is more complex and takes longer than asexual reproduction.,0
1208,"Compression stockings help control swelling in the feet, ankles, and lower legs by squeezing these areas to prevent fluid buildup, which can be painful.",2
1208,"Compression stockings cause swelling in the feet, ankles, and lower legs.",0
1208,"Compression stockings are ineffective in controlling swelling in the feet, ankles, and lower legs.",0
1208,"Compression stockings only help with swelling in the feet, ankles, and lower legs when worn for extended periods.",0
1208,"Compression stockings are not recommended for people with swelling in the feet, ankles, and lower legs.",0
1209,"Foot cramps are caused by painful, intense, involuntary spasms of the muscles.",2
1209,Foot cramps are caused by a lack of calcium in the diet.,0
1209,Foot cramps are caused by wearing tight shoes.,0
1209,Foot cramps are caused by dehydration.,0
1209,Foot cramps are caused by a lack of exercise.,0
1210,"A sharp chest pain is often associated with pneumothorax, pneumonia, or pleurisy, and it gets worse when taking a deep breath or coughing.",2
1210,A sharp chest pain is a sign of a heart attack.,0
1210,A sharp chest pain is a symptom of a lung infection.,0
1210,A sharp chest pain is a sign of a collapsed lung.,0
1210,A sharp chest pain is a symptom of a muscle strain.,0
1211,The parotid glands are located between the ear and the jaw.,2
1211,The parotid glands are located under the jaw.,0
1211,The parotid glands are located on the floor of the mouth under the tongue.,0
1211,The parotid glands are located on the cheeks.,0
1211,The parotid glands are located in the throat.,0
1212,"Vitamin D in lab results refers to the measurement of 25(OH)D blood levels, which indicate the amount of vitamin D in the blood.",2
1212,Vitamin D in lab results is a test for calcium levels in the blood.,0
1212,Vitamin D in lab results is a test for vitamin C levels in the blood.,0
1212,Vitamin D in lab results is a test for vitamin B12 levels in the blood.,0
1212,Vitamin D in lab results is a test for vitamin A levels in the blood.,0
1213,"Lactobacillus acidophilus (L. acidophilus) is the most commonly used probiotic, or good bacteria. Many healthy bacteria live in the intestines and vagina where they protect against the bad bacteria that cause disease. They do this in a couple of ways.",2
1213,Lactobacillus acidophilus is a type of bacteria that is not commonly used as a probiotic.,0
1213,Lactobacillus acidophilus is a probiotic that is not commonly used in the intestines and vagina.,0
1213,Lactobacillus acidophilus is a probiotic that is not commonly used to protect against bad bacteria.,0
1213,Lactobacillus acidophilus is a probiotic that is not commonly used to maintain a healthy balance in the intestines and vagina.,0
1214,"Pulling a hamstring feels like someone stabbed you in the back of the leg, causing a searing pain when walking.",2
1214,Pulling a hamstring feels like a mild discomfort in the leg.,0
1214,Pulling a hamstring feels like a dull ache in the leg.,0
1214,Pulling a hamstring feels like a sudden sharp pain in the leg.,0
1214,Pulling a hamstring feels like a mild twinge in the leg.,0
1215,Appendicitis pain usually starts in the lower right of the abdomen.,2
1215,Appendicitis pain starts centered over the belly button.,0
1215,Appendicitis pain starts in the lower left of the abdomen.,0
1215,Appendicitis pain starts in the upper right of the abdomen.,0
1215,Appendicitis pain starts in the lower back.,0
1216,"Gum disease is an infection of the tissues that surround and support your teeth, causing tooth loss in adults.",2
1216,"Gum disease is a condition that only affects the gums, not the teeth.",0
1216,Gum disease is a minor issue that can be easily treated with over-the-counter medications.,0
1216,Gum disease is a rare condition that only affects a small percentage of the population.,0
1216,Gum disease is a result of poor oral hygiene and can be prevented by brushing and flossing regularly.,0
1217,"The role of the eukaryotic promoter is to bind transcription factors that control the initiation of transcription, with the TATA box located just upstream of the transcriptional start site.",2
1217,"The promoter is responsible for regulating the expression of genes by binding transcription factors, which are involved in the initiation of transcription.",0
1217,"The promoter is a region of DNA that controls the expression of genes by binding transcription factors, which are essential for the initiation of transcription.",0
1217,"The promoter is a sequence of DNA that binds transcription factors, which are crucial for the initiation of transcription and regulation of gene expression.",0
1217,"The promoter is a sequence of DNA that binds transcription factors, which are necessary for the initiation of transcription and regulation of gene expression.",0
1218,"Cipralex is an international brand name for escitalopram, a selective serotonin reuptake inhibitor (SSRI) antidepressant used for the treatment of major depressive disorder and generalized anxiety disorders.",2
1218,Cipralex is a non-SSRI antidepressant.,0
1218,Cipralex is a brand name for a generic drug called escitalopram.,0
1218,Cipralex is a brand name for a generic drug called fluoxetine.,0
1218,Cipralex is a brand name for a generic drug called sertraline.,0
1219,"Scrofula is a form of tuberculosis affecting the lymph nodes of the neck, caused by Mycobacterium tuberculosis in adults and nontuberculous mycobacteria in children.",2
1219,Scrofula is a skin disease caused by a bacterial infection in the neck area.,0
1219,Scrofula is a type of skin disease caused by a fungal infection in the neck area.,0
1219,Scrofula is a skin disease caused by a viral infection in the neck area.,0
1219,Scrofula is a skin disease caused by a parasitic infection in the neck area.,0
1220,"Knee weakness is commonly caused by osteoarthritis, sprain or strain, and chronic knee pain.",2
1220,Knee weakness is primarily due to a lack of exercise and poor diet.,0
1220,Knee weakness is a result of a genetic predisposition.,0
1220,Knee weakness is caused by a lack of proper footwear.,0
1220,Knee weakness is caused by a vitamin deficiency.,0
1221,"Vesicles are small structures within a cell, consisting of fluid enclosed by a lipid bilayer, and form naturally during secretion, uptake, and transport of materials within the cytoplasm.",2
1221,"Vesicles are small structures within a cell, consisting of fluid enclosed by a lipid bilayer, and form naturally during secretion, uptake, and transport of materials within the cytoplasm.",0
1221,"Vesicles are small structures within a cell, consisting of fluid enclosed by a lipid bilayer, and form naturally during secretion, uptake, and transport of materials within the cytoplasm.",0
1221,"Vesicles are small structures within a cell, consisting of fluid enclosed by a lipid bilayer, and form naturally during secretion, uptake, and transport of materials within the cytoplasm.",0
1221,"Vesicles are small structures within a cell, consisting of fluid enclosed by a lipid bilayer, and form naturally during secretion, uptake, and transport of materials within the cytoplasm.",0
1222,A doctor's shift can last up to 20-25 hours without sleep.,2
1222,A doctor's shift is typically 8 hours long.,0
1222,A doctor's shift is 12 hours long.,0
1222,A doctor's shift is 16 hours long.,0
1222,A doctor's shift is 24 hours long.,0
1223,Influenza type C viruses cause mild illness in humans and do not cause epidemics or pandemics.,2
1223,Influenza type C viruses are classified according to subtype.,0
1223,Influenza B viruses and subtypes of influenza A virus are not further characterized into strains.,0
1223,Different strains of influenza B viruses and of influenza A subtypes are not characterized.,0
1223,Influenza type C viruses are responsible for causing severe illness and pandemics in humans.,0
1224,"Insomnia is a sleep disorder characterized by difficulty falling asleep, staying asleep, or both, which can lead to fatigue and impaired cognitive function.",2
1224,Insomnia is a temporary condition caused by stress or anxiety.,0
1224,Insomnia is a sleep disorder that only affects older adults.,0
1224,Insomnia is a sleep disorder that only affects people with mental health issues.,0
1224,Insomnia is a sleep disorder that only affects people with chronic pain.,0
1225,"Hepatitis B vaccine is a vaccine that contains one of the viral envelope proteins, hepatitis B surface antigen (HBsAg).",2
1225,Hepatitis B vaccine is a live attenuated vaccine.,0
1225,Hepatitis B vaccine is a vaccine that contains the hepatitis B virus.,0
1225,Hepatitis B vaccine is a vaccine that contains the hepatitis B surface antigen (HBsAg) and the hepatitis B virus.,0
1225,"Hepatitis B vaccine is a vaccine that contains the hepatitis B surface antigen (HBsAg) and the hepatitis B virus, which can cause BV infection.",0
1226,"We have an unlimited number of long-term memories, as they are formed from various experiences and events throughout our lives.",2
1226,We only have a few long-term memories per day.,0
1226,"We have a limited number of long-term memories, which can be easily forgotten.",0
1226,We have a fixed number of long-term memories that cannot be increased or decreased.,0
1226,We have a specific number of long-term memories that are pre-determined by our genetics.,0
1227,"Osteoarthritis, sprain or strain, and chronic knee pain are the most common causes of knee weakness.",2
1227,Knee ligament or meniscus tear is the primary cause of knee weakness.,0
1227,Fracture of the leg is the most common cause of knee weakness.,0
1227,Bursitis is the leading cause of knee weakness.,0
1227,Injury to the knee is the most common cause of knee weakness.,0
1228,"Normal stools can be loose or slightly formed, with a consistency between BSF type 4 and 6, and are not perfectly round.",2
1228,Normal stools are always perfectly round and have a consistent consistency between BSF type 4 and 6.,0
1228,Normal stools are always loose and have a consistency between BSF type 4 and 6.,0
1228,Normal stools are always formed and have a consistency between BSF type 4 and 6.,0
1228,Normal stools are always abnormal and have a consistency between BSF type 4 and 6.,0
1229,"Potassium is a chemical (electrolyte) that is critical to the proper functioning of nerve and muscle cells, particularly heart muscle cells.",2
1229,Potassium is a mineral that is only found in fruits and vegetables.,0
1229,Potassium is a type of salt that is essential for maintaining blood pressure.,0
1229,Potassium is a vitamin that is necessary for the immune system.,0
1229,Potassium is a component of the human body that is not essential for health.,0
1230,"Both nerves and muscles have a similar structure, with fascicles (fasciculi) and connective tissue coverings, such as epimysium, perimysium, and endomysium.",2
1230,"Nerves and muscles have different structures, with nerves containing neurons and muscles containing muscle cells.",0
1230,"Nerves and muscles have different functions, with nerves conducting electric impulses and muscles contracting to produce movement.",0
1230,"Nerves and muscles have different connective tissue coverings, with nerves having perineurium and muscles having epimysium, perimysium, and endomysium.",0
1230,"Nerves and muscles have different cellular components, with nerves containing sodium and potassium ions and muscles containing calcium ions.",0
1231,Scleroderma has two main type,2
1231,Localized scleroderma only affects the skin.,0
1231,Systemic scleroderma can affect the whole body.,0
1231,Localized scleroderma does not harm major organs.,0
1231,Systemic scleroderma can lead to severe skin damage.,0
1232,Breast milk is tremendous for controlling eczema.,2
1232,Eczema is caused by an allergic reaction to food or foods in the baby's diet.,0
1232,Eczema is always triggered by an irritating agent or allergen.,0
1232,Eczema cannot be prevented by nursing.,0
1232,Breast milk has no effect on eczema prevention.,0
1233,The usual initial dose of atenolol for adult patients with hypertension is 50 mg taken once a day.,2
1233,The maintenance dose of atenolol for hypertension is 100 mg taken twice a day.,0
1233,Atenolol is not recommended for patients with hypertension.,0
1233,The initial dose of atenolol for hypertension is 100 mg taken once a day.,0
1233,The maintenance dose of atenolol for hypertension is 50 mg taken twice a day.,0
1234,Tears are generated in tear glands on the upper eyelids.,2
1234,Tears are produced in the tear ducts.,0
1234,Tears are made in the tear glands on the lower eyelids.,0
1234,Tears are generated in the tear ducts and spread out over the eyeballs.,0
1234,Tears are produced in the tear glands on the upper and lower eyelids.,0
1235,"A skin ulceration is a sore or wound that remains open, causing inflammation of the upper layer of the skin.",2
1235,A skin ulceration is a result of a bacterial infection.,0
1235,A skin ulceration is caused by a lack of proper wound care.,0
1235,A skin ulceration is a rare condition that only affects a small percentage of the population.,0
1235,A skin ulceration is a symptom of a more serious underlying medical condition.,0
1236,"The average cost of a rhinoplasty includes the surgeon's fee, anesthesia fee, operating room fee, and implant or grafting fee, with primary rhinoplasty costing $3,000 to $8,000 and revision rhinoplasty costing $10,000 to $15,000.",2
1236,The cost of a rhinoplasty only includes the surgeon's fee and anesthesia fee.,0
1236,The cost of a rhinoplasty is determined solely by the surgeon's fee.,0
1236,The cost of a rhinoplasty is dependent on the complexity of the procedure and the surgeon's experience.,0
