sentence,label
Monocular double vision can be caused by dry eye.,0
Monocular double vision is always caused by an abnormality within the eye itself.,0
Monocular double vision is never caused by an abnormality within the eye itself.,0
high doses of aspirin (salicylic acid) and gammaglobulin.,3
Kawasaki disease is a rare childhood illness that affects blood vessels and arteries.,1
Kawasaki disease is caused by a bacterial infection.,0
Kawasaki disease is treated with antibiotics and aspirin.,0
Kawasaki disease can lead to serious complications if left untreated.,0
Kawasaki disease is a genetic disorder.,0
Kawasaki's disease is a syndrome of unknown cause that mainly strikes young children.,2
"Kawasaki's disease symptoms and signs include fever, redness of the eyes, hands, feet, mouth, and tongue.",0
The disease can be treated with high doses of aspirin (salicylic acid) and gammaglobulin.,0
Kawasaki's disease is caused by a bacterial infection.,0
Kawasaki's disease is a rare condition that only affects adults.,0
"Because this gene is found on the X-chromosome, more men than women have trouble telling red from green.",3
"Color blindness occurs more in males due to the X chromosome, which carries the genes responsible for color vision, being present in both males and females.",1
"Color blindness is a genetic condition that affects males more than females because they have only one X chromosome, while females have two.",0
Color blindness is more common in males because they have a higher prevalence of the genetic mutation responsible for the condition.,0
"Color blindness is more prevalent in males due to the Y chromosome, which does not carry the genes responsible for color vision.",0
Color blindness is more common in males because they have a higher risk of inheriting the genetic mutation responsible for the condition.,0
"Color blindness occurs more in males because they have only one X chromosome, while women have two, increasing the likelihood of inheriting a nonworking opsin gene.",2
Color blindness is more common in males because they have a higher risk of inheriting a nonworking opsin gene from their mother.,0
Color blindness is more prevalent in males due to the presence of a nonworking opsin gene on the X chromosome.,0
Color blindness is more common in males because they have a higher chance of inheriting a nonworking opsin gene from their father.,0
Color blindness is more likely in males because they have a higher risk of inheriting a nonworking opsin gene from their father.,0
two to twelve days,3
Herpes can lie dormant for years before the first outbreak.,1
Herpes can lie dormant for months before the first outbreak.,0
Herpes can lie dormant for days before the first outbreak.,0
Herpes can lie dormant for weeks before the first outbreak.,0
Herpes can lie dormant for hours before the first outbreak.,0
Herpes can lie dormant for years before the first outbreak.,2
Herpes can lie dormant for only a few days before the first outbreak.,0
Herpes can lie dormant for a few weeks before the first outbreak.,0
Herpes can lie dormant for a few months before the first outbreak.,0
Herpes can lie dormant for a few years before the first outbreak.,0
porcelain or a combination of porcelain with metal.,3
Crowns are made of porcelain.,1
Crowns are made of gold.,0
Crowns are made of composite resin.,0
Crowns are made of stainless steel.,0
Crowns are made of titanium.,0
Crowns are made of porcelain or a combination of porcelain with metal.,2
Crowns are made of gold or silver.,0
Crowns are made of plastic or resin.,0
Crowns are made of a single material for all teeth.,0
Crowns are made of a material that is not suitable for the tooth's condition.,0
Coronary Arteries,3
The heart arteries are the coronary arteries.,1
The heart arteries are the aorta and pulmonary arteries.,0
The heart arteries are the carotid arteries.,0
The heart arteries are the renal arteries.,0
The heart arteries are the femoral arteries.,0
The left main coronary artery branches into the left anterior descending artery and the left circumflex artery.,2
The left main coronary artery branches into the right coronary artery and the left anterior descending artery.,0
The left main coronary artery branches into the left circumflex artery and the right coronary artery.,0
The left main coronary artery branches into the left anterior descending artery and the right coronary artery.,0
The left main coronary artery branches into the left circumflex artery and the left anterior descending artery.,0
interstitial cystitis,3
Cystitis,1
Pyelonephritis,0
Urethritis,0
Prostatitis,0
Nephritis,0
Cystitis,2
Urethritis,0
Pyelonephritis,0
Nephritis,0
Interstitial cystitis,0
two,3
Meiosis has two daughter cells.,1
Meiosis has four daughter cells.,0
Meiosis has three daughter cells.,0
Meiosis has one daughter cell.,0
Meiosis has five daughter cells.,0
Meiosis produces four daughter cells.,2
Meiosis produces two daughter cells.,0
Meiosis produces one daughter cell.,0
Meiosis produces three daughter cells.,0
Meiosis produces five daughter cells.,0
Plantar warts are caused by an infection with the human papillomavirus (HPV) in the outer layer of skin on the soles of your feet.,3
"Plantar warts are small, hard growths on the bottom of the feet caused by the human papillomavirus (HPV).",1
Plantar warts are painful and can be treated with over-the-counter medications.,0
Plantar warts are only found on the hands and are caused by a bacterial infection.,0
Plantar warts are harmless and do not require any treatment.,0
Plantar warts are a rare condition that only affects a small percentage of the population.,0
Plantar warts are caused by an infection with the human papillomavirus (HPV) in the outer layer of skin on the soles of your feet.,2
Plantar warts are caused by an infection with the human papillomavirus (HPV) in the outer layer of skin on the soles of your feet.,0
Plantar warts are caused by an infection with the human papillomavirus (HPV) in the outer layer of skin on the soles of your feet.,0
Plantar warts are caused by an infection with the human papillomavirus (HPV) in the outer layer of skin on the soles of your feet.,0
Plantar warts are caused by an infection with the human papillomavirus (HPV) in the outer layer of skin on the soles of your feet.,0
immune system,3
The thymus is part of the immune system.,1
The thymus is part of the respiratory system.,0
The thymus is part of the digestive system.,0
The thymus is part of the circulatory system.,0
The thymus is part of the nervous system.,0
The thymus is part of the immune system.,2
The thymus is part of the respiratory system.,0
The thymus is part of the digestive system.,0
The thymus is part of the circulatory system.,0
The thymus is part of the nervous system.,0
9 months,3
6-8 weeks,1
3-4 months,0
1-2 years,0
6-8 months,0
1-2 weeks,0
9 months,2
1 year,0
6 months,0
3 months,0
18 months,0
cerebellum,3
The prefrontal cortex is linked with cognitive function.,1
The cerebellum is linked with cognitive function.,0
The hippocampus is linked with cognitive function.,0
The amygdala is linked with cognitive function.,0
The hypothalamus is linked with cognitive function.,0
The cerebellum,2
The cerebrum,0
The hippocampus,0
The amygdala,0
The hypothalamus,0
"due to problems with the blood supply to the brain: either the blood supply is blocked or a blood vessel within the brain ruptures, causing brain tissue to die.",3
High blood pressure,1
Smoking,0
Obesity,0
Lack of exercise,0
Poor diet,0
Strokes occur due to problems with the blood supply to the brain.,2
Strokes are caused by blocked blood vessels in the brain.,0
Strokes are caused by ruptured blood vessels in the brain.,0
Strokes are caused by a lack of oxygen to the brain.,0
Strokes are caused by a lack of nutrients to the brain.,0
"a rupture or opening in the annulus fibrosus, the tough outer layer of the cushioning discs that sit between the bones in the spine",3
Annular fissuring is a condition in which the outer layer of the intervertebral disc becomes weakened and develops cracks or fissures.,1
Annular fissuring is a rare condition that only affects a small percentage of the population.,0
Annular fissuring is a result of excessive physical activity or poor posture.,0
Annular fissuring is a condition that only affects the cervical spine.,0
Annular fissuring is a condition that only affects the lumbar spine.,0
"Annular fissuring is a rupture or opening in the annulus fibrosus, the tough outer layer of the cushioning discs that sit between the bones in the spine.",2
"Annular fissuring is a condition that only affects the cervical spine, causing neck pain.",0
"Annular fissuring is a condition that only affects the lumbar spine, causing pain or other sensations that may radiate down a single leg or both legs.",0
"Annular fissuring is a condition that only occurs during lifting or bending motions, sneezing, coughing, sitting, and standing.",0
"Annular fissuring is a condition that only affects the spinal nerves, causing pain and other sensations.",0
Chyme,3
chyme,1
gastric juice,0
gastric acid,0
gastric enzymes,0
gastric secretions,0
Chyme,2
Gastric juice,0
Digestive fluid,0
Stomach acid,0
Duodenal secretion,0
"During an asthma attack, the muscles surrounding the airways contract, limiting the amount of air supply to the lungs. The lack of sufficient air supply results in a choking sensation.",3
"Bronchial constriction occurs during an asthma attack, causing difficulty in breathing.",1
Asthma attacks are caused by allergies to specific substances.,0
Asthma attacks are triggered by exposure to cold air.,0
Asthma attacks are caused by a lack of physical activity.,0
Asthma attacks are caused by a deficiency in vitamin C.,0
"The muscles surrounding the airways contract, limiting the amount of air supply to the lungs.",2
"The airways become inflamed and swollen, causing difficulty in breathing.",0
"The airways produce excess mucus, which further obstructs the passage of air.",0
"The airways constrict, reducing the diameter of the bronchioles and bronchi.",0
"The lungs produce more coughing and wheezing, making it harder to breathe.",0
intestines,3
Consuming a diet high in fiber.,1
Drinking excessive amounts of water.,0
Having a gastrointestinal infection.,0
Taking certain medications.,0
Having a food intolerance or allergy.,0
"Diarrhea is caused by a peristaltic rush, where your body quickly pushes food through your system, preventing your large intestine from absorbing water from your poop.",2
"Constipation occurs when your stool remains in your intestines for an extended period, causing it to become dry and difficult to pass.",0
"Watery stools are a sign of diarrhea, which is your body's attempt to quickly expel food and water from your system.",0
"Constipation is characterized by hard, dry stools that are difficult to pass.",0
"Diarrhea is a result of your body trying to quickly eliminate food and water from your system, causing watery stools.",0
An endocrinologist,3
An endocrinologist,1
A general surgeon,0
A cardiologist,0
A neurologist,0
A gastroenterologist,0
An endocrinologist,2
A general surgeon,0
A radiologist,0
A cardiologist,0
A neurologist,0
vitamin B12,3
Vitamin B12,1
Vitamin C,0
Vitamin D,0
Vitamin E,0
Vitamin K,0
Vitamin B12,2
Vitamin C,0
Vitamin D,0
Vitamin E,0
Vitamin K,0
a small nodule of splenic tissue found apart from the main body of the spleen.,3
An accessory spleen is removed surgically.,1
An accessory spleen is left untreated.,0
An accessory spleen is treated with medication.,0
An accessory spleen is treated with radiation therapy.,0
An accessory spleen is treated with chemotherapy.,0
An accessory spleen is removed surgically.,2
An accessory spleen is left untreated.,0
An accessory spleen is treated with medication.,0
An accessory spleen is treated with radiation therapy.,0
An accessory spleen is treated with chemotherapy.,0
weakness and Shoulder pain,3
"Trapezius muscle pain can be caused by poor posture, repetitive movements, and stress.",1
Trapezius muscle pain is only caused by poor posture.,0
Trapezius muscle pain is only caused by repetitive movements.,0
Trapezius muscle pain is only caused by stress.,0
Trapezius muscle pain is not caused by any of these factors.,0
Trapezius muscle weakness and Shoulder pain (2 causes),2
Trapezius muscle weakness and Shoulder symptoms (2 causes),0
Trapezius muscle weakness and Stiffness (2 causes),0
Trapezius muscle weakness and Headache (2 causes),0
Trapezius muscle weakness and Neck pain (2 causes),0
a repetitive-stress motion disorder,3
Numbness and tingling in hands can be caused by carpal tunnel syndrome.,1
It can be due to a pinched nerve in the neck.,0
It might be a sign of a vitamin deficiency.,0
It could be a result of poor circulation.,0
It could be a side effect of certain medications.,0
Carpal tunnel syndrome,2
Nerve damage or disease,0
Repetitive-stress motion disorder,0
Injury to the hand,0
Lack of blood circulation,0
cerebrum,3
Cerebrum,1
Cerebellum,0
Brainstem,0
Thalamus,0
Hippocampus,0
Cerebrum,2
Brainstem,0
Cerebellum,0
Spinal cord,0
Pituitary gland,0
The function of hormones in the body is mainly to serve as chemical messengers.,3
Hormones are chemical messengers that regulate various bodily functions and processes.,1
Hormones are used to store energy in the body.,0
Hormones are responsible for the growth and development of cells.,0
Hormones are responsible for the regulation of blood sugar levels.,0
Hormones are responsible for the regulation of blood pressure.,0
"Hormones function as chemical messengers in the body, relaying signals from one cell to another.",2
Hormones are produced by endocrine glands and released into the bloodstream to bind with specific receptors.,0
"Hormones are responsible for regulating various bodily functions, such as growth, metabolism, and reproduction.",0
"Hormones are ineffective in transmitting messages between cells, as they are not able to bind with specific receptors.",0
"Hormones are solely responsible for the production of proteins in the body, without any involvement in cell-to-cell communication.",0
"milk, eggs and raw egg products, meat and poultry.",3
Undercooked meat,1
Unpasteurized milk,0
Raw seafood,0
Contaminated fruits and vegetables,0
Improperly stored leftovers,0
Salmonella,2
Listeria,0
E.coli 0157,0
Campylobacter,0
Clostridium perfringens,0
"How long a bypass lasts depends on how long the blood vessel grafts stay open. The risk of needing another operation gets higher each year after your surgery. After 5 years, about 2 out of 100 people need another surgery.",3
10 years,1
15 years,0
20 years,0
25 years,0
30 years,0
5 years,2
10 years,0
15 years,0
20 years,0
25 years,0
yes,3
"Yes, Hashimoto's thyroiditis can cause dry eyes.",1
"No, Hashimoto's thyroiditis only affects the thyroid gland.",0
Hashimoto's thyroiditis is a rare condition.,0
Dry eyes are a common symptom of Hashimoto's thyroiditis.,0
Hashimoto's thyroiditis has no connection to dry eyes.,0
"Yes, Hashimoto's Thyroiditis can cause dry eyes.",2
"No, Hashimoto's Thyroiditis only causes puffy eyelids.",0
Dry eyes are not associated with any form of hypothyroidism.,0
Hashimoto's Thyroiditis is the only form of hypothyroidism that can cause dry eyes.,0
Dry eyes are a common symptom in every individual with Hashimoto's Thyroiditis.,0
a subclass of fungi coextensive with the order Moniliales or including both the Moniliales and the Mycelia Sterilia.,3
Hyphomycetes are a group of fungi that primarily grow on decaying organic matter.,1
Hyphomycetes are a type of bacteria that cause diseases in plants.,0
Hyphomycetes are a class of fungi that primarily grow on living plants.,0
Hyphomycetes are a type of fungi that primarily grow on living plants.,0
Hyphomycetes are a group of fungi that primarily grow on living plants.,0
Hyphomycetes are a subclass of fungi coextensive with the order Moniliales.,2
Hyphomycetes are a subclass of fungi including both the Moniliales and the Mycelia Sterilia.,0
Hyphomycetes are a subclass of fungi that only include the Moniliales.,0
Hyphomycetes are a subclass of fungi that only include the Mycelia Sterilia.,0
Hyphomycetes are a subclass of fungi that do not include the Moniliales or the Mycelia Sterilia.,0
International Normalized Ratio (INR) is a blood test that measures the time it takes for blood to clot.,3
"An INR test measures the time it takes for blood to clot, indicating the effectiveness of blood-thinning medications.",1
An INR test is used to diagnose liver problems.,0
An INR test is used to determine the level of vitamin K in the blood.,0
An INR test is used to check for anemia.,0
An INR test is used to measure the level of iron in the blood.,0
The INR test measures the time it takes for blood to clot.,2
The INR test is administered to people taking anticoagulants or blood thinners.,0
A lower INR number indicates a longer clotting time and a higher risk of blood clots.,0
The INR test is not related to blood clotting.,0
A higher INR number indicates a shorter clotting time and a lower risk of blood clots.,0
are usually harmless and may produce no symptoms.,3
The tick injects a small amount of saliva into your skin to prevent its body from drying out.,1
"The tick feeds on your blood, causing a small red bump to form.",0
The tick transmits diseases such as Lyme disease or Rocky Mountain spotted fever.,0
The tick falls off your skin after it has finished feeding.,0
The tick dies after feeding on your blood.,0
Tick bites are usually harmless and may produce no symptoms.,2
"Some ticks carry diseases, which can be passed on when they bite.",0
Tick-borne diseases can cause a variety of symptoms and usually develop within the first few weeks after a tick bite.,0
Potential symptoms of tick-borne diseases include a red spot or rash near the bite site.,0
Tick bites can cause severe allergic reactions and immediate symptoms.,0
"due to infection, inflammation, or injury to the urinary system. Small amounts of blood are typically associated with kidney damage, while lower urinary tract conditions lead to gross hematuria. Kidney and ureter stones commonly cause hematuria in individuals younger than 40 years of age.",3
A urinary tract infection (UTI),1
Kidney stones,0
A bladder infection,0
A kidney or bladder tumor,0
A blood clot in the urinary tract,0
Kidney damage,2
Prostate enlargement,0
Infection,0
Inflammation,0
Injury to the urinary system,0
"a small electronic device implanted in the chest, just beneath the skin below the collar bone.",3
"An AICD implant is a small, battery-powered device that is surgically placed under the skin to help control abnormal heart rhythms.",1
An AICD implant is a type of pacemaker that is used to treat heart failure.,0
An AICD implant is a device that helps regulate blood pressure by sending electrical impulses to the heart.,0
An AICD implant is a surgical procedure that involves removing a portion of the heart to improve its function.,0
An AICD implant is a type of artificial heart that is used to replace a damaged or failing natural heart.,0
"An AICD is an automated implantable cardioverter-defibrillator, a small electronic device implanted in the chest to prevent sudden death from cardiac arrest due to life-threatening abnormally fast heart rhythms.",2
"An AICD is a device that monitors and regulates heart rhythms, preventing sudden death from cardiac arrest.",0
An AICD is a small electronic device implanted in the chest to treat heart rhythm disorders and prevent sudden death.,0
"An AICD is a device that monitors and regulates heart rhythms, preventing sudden death from cardiac arrest due to life-threatening abnormally fast heart rhythms.",0
An AICD is a small electronic device implanted in the chest to prevent sudden death from cardiac arrest due to life-threatening abnormally fast heart rhythms.,0
provides sensory information,3
The nervous system carries sensory information only.,1
The circulatory system carries sensory information only.,0
The respiratory system carries sensory information only.,0
The digestive system carries sensory information only.,0
The reproductive system carries sensory information only.,0
Olfactory Nerve (N I),2
Maxillary branch (sensory),0
Optic nerve,0
Trigeminal nerve,0
Spinal nerve,0
Viral infections,3
Eating food contaminated with bacteria or viruses.,1
Consuming foods high in sugar or fat.,0
Drinking too much water during a meal.,0
Eating foods that are high in fiber.,0
Eating foods that are low in fiber.,0
Viral infections,2
Food allergies,0
Bacterial infections,0
Stress,0
Consuming spicy foods,0
"of, relating to, or located between an atrium and ventricle of the heart.",3
The atrioventricular (AV) node is a specialized group of cells that transmit electrical impulses from the atria to the ventricles in the heart.,1
The AV node is responsible for regulating the heart rate.,0
The AV node is located in the right atrium.,0
The AV node is a part of the autonomic nervous system.,0
The AV node is a part of the cardiac conduction system.,0
The atrioventricular (AV) node is a specialized group of cells that transmit electrical impulses from the atria to the ventricles in the heart.,2
The AV node is responsible for regulating the heart rate by delaying the electrical impulses before they reach the ventricles.,0
"The AV node is located in the interatrial septum, which is the wall that separates the atria.",0
"The AV node is a part of the sinoatrial (SA) node, which is responsible for initiating the electrical impulses in the heart.",0
"The AV node is a part of the atrioventricular bundle, which is a group of fibers that transmit electrical impulses from the atria to the ventricles.",0
Ependymal cells,3
Ciliated ependymal cells,1
Ciliated astrocytes,0
Ciliated microglia,0
Ciliated oligodendrocytes,0
Ciliated neurons,0
Ependymal cells,2
Microvilli,0
Cilia,0
Flagella,0
Pseudopodia,0
"Creon is used to replace the deficient digestive enzymes, allowing the food to be broken down and absorbed into the body.",3
"Creon is used to treat patients with pancreatic insufficiency, a condition where the pancreas does not produce enough digestive enzymes.",1
Creon is a medication used to treat diabetes.,0
Creon is a vitamin supplement that helps with digestion.,0
Creon is a pain reliever used to treat headaches and migraines.,0
Creon is a weight loss supplement that helps people lose weight quickly.,0
"Creon is used to replace the deficient digestive enzymes, allowing the food to be broken down and absorbed into the body.",2
Creon is a medication used to treat pancreatic insufficiency.,0
Creon is a supplement that helps with weight loss.,0
Creon is a vitamin supplement that improves overall health.,0
Creon is a medication used to treat diabetes.,0
"If dialysis patients are between 45-54 years, the average five year survival is 70%; if between 65-74 years, it is 30%, and fewer than 20 of 100 people over 75 years old will live five years.",3
"Kidney disease can shorten a person's lifespan, but the exact duration depends on the stage and severity of the disease.",1
Kidney disease has no impact on a person's lifespan.,0
Kidney disease only affects the kidneys and does not affect other organs.,0
Kidney disease only affects the kidneys and does not affect other organs.,0
Kidney disease only affects the kidneys and does not affect other organs.,0
The life expectancy of a person with kidney disease depends on their age and other medical problems present.,2
Dialysis patients have a life expectancy of 70% if they are between 45-54 years old.,0
Dialysis patients have a life expectancy of 30% if they are between 65-74 years old.,0
Dialysis patients have a life expectancy of fewer than 20% if they are over 75 years old.,0
The life expectancy of a person with kidney disease is not affected by their age.,0
Anterior shoulder instability,3
Incorrect positioning of the prosthesis during surgery,1
Insufficient muscle strength in the shoulder,0
Inadequate rehabilitation after surgery,0
Improper fitting of the prosthesis,0
Infection in the shoulder joint,0
Anterior shoulder instability is the major cause of dislocations due to weakness of the anterior structures of the glenohumeral joint.,2
The most common cause of shoulder dislocation is a fall on an outstretched arm.,0
"The anterior capsule, glenohumeral ligaments, rotator cuff tendons, and glenoid labrum are the weak structures in the glenohumeral joint.",0
Anterior subluxation of humeral head prosthesis is caused by a fall on an outstretched arm.,0
The weakness of the anterior structures of the glenohumeral joint is the primary cause of anterior subluxation of humeral head prosthesis.,0
Oral laxatives should be taken one or two hours after meals.,3
Wait for at least 24 hours before taking a laxative.,1
Take a laxative immediately after eating.,0
Take a laxative every day to maintain regular bowel movements.,0
Take a laxative only when you feel constipated.,0
Take a laxative as soon as you feel the urge to have a bowel movement.,0
One or two hours after meals,2
Immediately after meals,0
Before meals,0
Without any specific time frame,0
After a full glass of cold water or juice,0
less than 4 g/dL,3
4.5 g/dL,1
5.0 g/dL,0
3.5 g/dL,0
4.0 g/dL,0
5.5 g/dL,0
4 g/dL,2
3 g/dL,0
2 g/dL,0
1 g/dL,0
0 g/dL,0
"around $2,500.00/eye",3
Cataract surgery costs vary depending on the location and the surgeon performing the procedure.,1
Cataract surgery is always expensive and unaffordable for most people.,0
Cataract surgery costs are the same across all locations and surgeons.,0
Cataract surgery costs are significantly lower in rural areas compared to urban centers.,0
Cataract surgery costs are not affected by the surgeon's experience or reputation.,0
"The average cost of Cataract surgery in a Medicare outpatient setting is generally around $2,500.00/eye for the surgeon, the outpatient facility, and the anesthesia provider.",2
"Medicare would pay 80% or $2,000.00/eye and you would pay the remaining $500.00 out of pocket.",0
"The cost of Cataract surgery in a Medicare outpatient setting is $5,000.00/eye.",0
Medicare covers the entire cost of Cataract surgery in a Medicare outpatient setting.,0
"The average cost of Cataract surgery in a Medicare outpatient setting is $1,000.00/eye.",0
the incubation period is the time needed for any particular process of development to take place.,3
The incubation period is the time between exposure to a pathogen and the appearance of symptoms.,1
The incubation period is the time it takes for a virus to replicate and spread throughout the body.,0
The incubation period is the time it takes for a bacteria to multiply and cause an infection.,0
The incubation period is the time it takes for a parasite to mature and become infectious.,0
The incubation period is the time it takes for a fungus to grow and cause an infection.,0
The incubation period in biology refers to the time needed for any particular process of development to take place.,2
The incubation period in medicine is the time from the moment of exposure to an infectious agent until signs and symptoms of the disease appear.,0
The incubation period of chickenpox is 14-16 days.,0
The incubation period of the flu is 2-4 days.,0
The incubation period of COVID-19 is 2-14 days.,0
between 12 and 18 breaths,3
12-16 breaths per minute,1
18-20 breaths per minute,0
8-10 breaths per minute,0
24-26 breaths per minute,0
4-6 breaths per minute,0
The normal breathing rate is between 12 and 18 breaths per minute.,2
The normal breathing rate is between 10 and 20 breaths per minute.,0
The normal breathing rate is between 8 and 22 breaths per minute.,0
The normal breathing rate is between 15 and 25 breaths per minute.,0
The normal breathing rate is between 14 and 16 breaths per minute.,0
a rare benign renal tumor with a high fat content.,3
"An angiomyolipoma is a benign tumor composed of blood vessels, muscle cells, and fat cells.",1
An angiomyolipoma is a type of cancerous tumor that affects the liver.,0
An angiomyolipoma is a rare condition that causes excessive hair growth on the body.,0
An angiomyolipoma is a benign tumor that only affects women.,0
An angiomyolipoma is a benign tumor that only affects men.,0
Angiomyolipoma of the kidney is a rare benign renal tumor with a high fat content.,2
"The prevalence in autopsies is 0.3%, with ultrasound screening 0.1%.",0
Women are much more frequently affected than men.,0
Angiomyolipoma is a type of cancer.,0
Angiomyolipoma is a rare benign renal tumor with a high fat content.,0
cirrhosis,3
"Hepatorenal syndrome is caused by severe liver damage, leading to decreased blood flow to the kidneys.",1
Hepatorenal syndrome is caused by a lack of vitamin C in the diet.,0
Hepatorenal syndrome is caused by a bacterial infection in the kidneys.,0
Hepatorenal syndrome is caused by a genetic predisposition to kidney failure.,0
Hepatorenal syndrome is caused by a buildup of toxins in the bloodstream.,0
"Hepatorenal syndrome is caused by severe liver damage, usually due to cirrhosis.",2
It is caused by excessive alcohol consumption.,0
It is caused by contracting hepatitis A and B.,0
It is caused by a genetic predisposition.,0
It is caused by a combination of alcohol consumption and hepatitis A and B.,0
Motor neuron disease (MND) is a serious and incurable form of progressive neurodegeneration-over time the nerves in the spine and brain progressively lose function.,3
Alzheimer's disease is a neuron disease that affects memory and cognitive functions.,1
Parkinson's disease is a neuron disease that affects movement and coordination.,0
Multiple sclerosis is a neuron disease that affects the nervous system.,0
Huntington's disease is a neuron disease that causes progressive motor and cognitive decline.,0
ALS (Amyotrophic Lateral Sclerosis) is a neuron disease that affects motor neurons and leads to muscle weakness and atrophy.,0
Motor neuron disease (MND) is a serious and incurable form of progressive neurodegeneration.,2
"It affects the nerves in the spine and brain, causing them to lose function over time.",0
"Motor neurons are found in the brain and spine, and they relay signals from the brain to the muscles and bones.",0
"Motor neurons are also involved in many of our automatic movements, such as swallowing and breathing.",0
"The renowned English physicist, Stephen Hawking, and guitar virtuoso Jason Becker are living with motor neuron disease.",0
"Fluoride accumulates in the pineal gland more than any other organ and leads to the formation of phosphate crystals. As your pineal gland hardens due to the crystal production, less melatonin is produced and regulation of your wake-sleep cycle gets disturbed.",3
Fluoride has no effect on the pineal gland.,1
Fluoride increases the size of the pineal gland.,0
Fluoride decreases the size of the pineal gland.,0
Fluoride alters the function of the pineal gland.,0
Fluoride has no effect on the pineal gland.,0
Fluoride accumulates in the pineal gland more than any other organ and leads to the formation of phosphate crystals.,2
"As the pineal gland hardens due to the crystal production, less melatonin is produced and the wake-sleep cycle gets disturbed.",0
"Fluoride hardening accelerates sexual development in children, particularly in girls.",0
Fluoride has no effect on the pineal gland or its function.,0
Fluoride improves the function of the pineal gland by increasing melatonin production.,0
Headaches,3
"Detoxing symptoms may include headaches, fatigue, and nausea.",1
Detoxing symptoms may include increased energy and improved mood.,0
Detoxing symptoms may include weight gain and increased appetite.,0
Detoxing symptoms may include improved digestion and clearer skin.,0
Detoxing symptoms may include worsening of existing health conditions.,0
Headaches are a common symptom during the detoxification process.,2
Detoxing can cause headaches due to the body's attempt to eliminate toxins.,0
Detoxing can lead to headaches as the body adjusts to the absence of the toxin.,0
Headaches during detoxification are a sign of progress in the process.,0
"Detoxing can cause headaches, but they are temporary and will eventually subside.",0
cocaine,3
Crack is a drug.,1
Crack is a type of cheese.,0
Crack is a type of candy.,0
Crack is a type of music.,0
Crack is a type of computer software.,0
Crack cocaine is a stimulant drug.,2
Crack cocaine is a depressant drug.,0
Crack cocaine is a hallucinogenic drug.,0
Crack cocaine is a pain-relieving drug.,0
Crack cocaine is a sedative drug.,0
"One of the most potent stimuli for ANP secretion is the endothelial cell derived peptide, endothelin-1.",3
The liver secretes ANP (atrial natriuretic peptide).,1
The kidneys secrete ANP.,0
The heart secretes ANP.,0
The brain secretes ANP.,0
The lungs secrete ANP.,0
Endothelial cells,2
Cardiac myocytes,0
Endothelin-1,0
Lew and Baertschi,0
Fukuda et al.,0
Ejection fraction is typically low in patients with the systolic form of congestive heart failure.,3
Ejection fraction is a measure of the percentage of blood that is pumped out of the heart with each contraction.,1
A dangerously low ejection fraction is less than 40%.,0
A dangerously low ejection fraction is more than 60%.,0
A dangerously low ejection fraction is less than 20%.,0
A dangerously low ejection fraction is more than 80%.,0
An ejection fraction below 40% is considered dangerously low.,2
A normal ejection fraction is between 50% and 70%.,0
Ejection fraction is not affected by age.,0
Ejection fraction is not affected by exercise.,0
Ejection fraction is not affected by medications.,0
"concentration, impulse control, inhibition, and motor activity, which are all problem areas for children with ADHD.",3
"The prefrontal cortex is involved in decision-making and self-control, while the nucleus accumbens is associated with reward and pleasure.",1
The hippocampus is responsible for memory and learning.,0
The amygdala is involved in emotional responses and fear.,0
The cerebellum is responsible for motor control and coordination.,0
The hypothalamus regulates hormones and body temperature.,0
"The prefrontal cortex and the basal ganglia are involved in concentration, impulse control, inhibition, and motor activity, which are problem areas for children with ADHD.",2
The brain development of children with ADHD is significantly different from those without ADHD.,0
"The prefrontal cortex and the basal ganglia are not involved in concentration, impulse control, inhibition, and motor activity.",0
The course of brain development in children with ADHD is significantly different from those without ADHD.,0
"The prefrontal cortex and the basal ganglia are not involved in concentration, impulse control, inhibition, and motor activity, but they are involved in other cognitive functions.",0
"psychological and emotional problems in adulthood, such as psychological disorders and/or substance abuse.",3
"Childhood experiences and environment shape the brain's development, leading to adult behavior and cognitive abilities.",1
"Genetic factors determine the maturation of the brain, causing a child to become an adult.",0
"The brain of a child is fully developed at birth, and the child becomes an adult as they grow older.",0
"The brain of a child is not fully developed, and they become an adult when their brain reaches its full potential.",0
"The brain of a child is not fully developed, and they become an adult when they reach a certain age.",0
"Childhood abuse and neglect can cause permanent changes to the developing human brain, potentially leading to psychological and emotional problems in adulthood.",2
"Childhood abuse and neglect can only cause temporary changes to the developing human brain, which will not affect adult life.",0
Childhood abuse and neglect can only cause changes to the developing human brain if the child is exposed to it for an extended period of time.,0
Childhood abuse and neglect can only cause changes to the developing human brain if the child is exposed to it during specific stages of development.,0
"Childhood abuse and neglect cannot cause any changes to the developing human brain, as the brain is fully developed by adulthood.",0
Asexual reproduction Sexual reproduction Fertilization Replication,3
    asexual reproduction in yeast,1
    sexual reproduction in plants,0
    sexual reproduction in animals,0
    sexual reproduction in yeast,0
    asexual reproduction in plants,0
Asexual reproduction,2
Sexual reproduction,0
Fertilization,0
Replication,0
Hydra is an example of budding and reproduces asexually.,0
Harm reduction is a technique used to treat drug addiction that focuses on preventing harm to addicts before preventing use of drugs or alcohol.,3
"Harm reduction is a public health approach that aims to reduce the negative consequences of drug use, such as overdose and transmission of infectious diseases, without requiring abstinence from drug use.",1
Harm reduction focuses on abstinence from drug use and encourages individuals to quit using drugs altogether.,0
